employee_id,display_name,ad_username,ad_status,aws_username,aws_status,okta_username,okta_status,manager,department,employment_status,termination_date,last_login,is_oncall
E1042,Yatin Baral,yatin.baral@corp.in,active,aws-user-1042,active,yatin@company.in,active,Oni Virk,Security,contractor,,2026-03-19T08:10:10.294193,True
E1043,Advika Jayaraman,advika.jayaraman@corp.in,active,aws-user-1043,active,advika@company.in,active,William Lanka,Finance,active,,2026-01-25T15:10:10.294239,True
E1044,Karan Mital,karan.mital@corp.in,active,aws-user-1044,active,karan@company.in,active,Diya Bora,Engineering,active,,2026-06-02T00:10:10.294286,False
E1045,Tara Chaudhry,tara.chaudhry@corp.in,active,aws-user-1045,active,tara@company.in,active,Tanay Toor,Finance,contractor,,2026-02-18T00:10:10.294332,True
E1046,Kevin Palla,kevin.palla@corp.in,active,aws-user-1046,active,kevin@company.in,active,Yash Pingle,Finance,active,,2026-01-15T04:10:10.294378,False
E1047,Nakul Sarma,nakul.sarma@corp.in,active,aws-user-1047,active,nakul@company.in,active,Abhiram Mistry,Finance,active,,2025-12-25T11:10:10.294425,False
E1048,Krish Lalla,krish.lalla@corp.in,active,aws-user-1048,active,krish@company.in,active,Hredhaan Dugal,IT,active,,2025-12-29T21:10:10.294462,False
E1049,Baghyawati Kade,baghyawati.kade@corp.in,active,aws-user-1049,active,baghyawati@company.in,active,Samar Lalla,Data,active,,2026-02-07T03:10:10.294500,False
E1050,Zayan Behl,zayan.behl@corp.in,active,aws-user-1050,active,zayan@company.in,active,Pallavi Malhotra,Engineering,terminated,2026-04-04 17:10:10,2026-06-03T07:10:10.294531,False
E1051,Aarush Nath,aarush.nath@corp.in,active,aws-user-1051,active,aarush@company.in,active,Adweta Edwin,Engineering,active,,2026-04-21T23:10:10.294561,False
E1052,Prisha Andra,prisha.andra@corp.in,active,aws-user-1052,active,prisha@company.in,active,Faqid Dixit,Finance,active,,2026-01-09T16:10:10.294595,True
E1053,Kala Divan,kala.divan@corp.in,active,aws-user-1053,active,kala@company.in,active,Joshua Barman,Finance,active,,2026-06-11T07:10:10.294625,True
E1054,Janya Baral,janya.baral@corp.in,active,aws-user-1054,active,janya@company.in,active,Shivansh Krish,Engineering,active,,2026-04-08T20:10:10.294657,False
E1055,Irya Ray,irya.ray@corp.in,active,aws-user-1055,active,irya@company.in,active,Warjas Gaba,Security,active,,2026-05-16T18:10:10.294687,False
E1056,Nitara Bakshi,nitara.bakshi@corp.in,active,aws-user-1056,active,nitara@company.in,active,Gaurangi Sabharwal,HR,active,,2026-04-18T02:10:10.294718,False
E1057,Amara Dutta,amara.dutta@corp.in,active,aws-user-1057,active,amara@company.in,active,Lavanya Barad,Security,active,,2026-05-25T20:10:10.294753,False
E1058,Tristan Iyengar,tristan.iyengar@corp.in,active,aws-user-1058,active,tristan@company.in,active,Inaya Mody,Security,active,,2026-03-06T03:10:10.294785,False
E1059,Udant Bajwa,udant.bajwa@corp.in,active,aws-user-1059,active,udant@company.in,active,Mohini Narasimhan,IT,active,,2026-01-02T21:10:10.294819,True
E1060,Ekaraj Mallick,ekaraj.mallick@corp.in,active,aws-user-1060,active,ekaraj@company.in,active,Yashodhara Ratta,Engineering,active,,2026-03-25T14:10:10.294852,True
E1061,Ayaan D’Alia,ayaan.d’alia@corp.in,active,aws-user-1061,active,ayaan@company.in,active,Pranav Lanka,Finance,active,,2026-02-02T03:10:10.294885,False
E1062,Ikbal Saraf,ikbal.saraf@corp.in,active,aws-user-1062,active,ikbal@company.in,active,Dipta Sarin,Finance,active,,2026-04-09T03:10:10.295568,False
E1063,Lekha Gupta,lekha.gupta@corp.in,active,aws-user-1063,active,lekha@company.in,active,Chaitanya Sarin,Finance,active,,2026-05-31T03:10:10.295636,False
E1064,Zinal Yohannan,zinal.yohannan@corp.in,active,aws-user-1064,active,zinal@company.in,active,Januja Sankar,HR,active,,2026-01-04T00:10:10.295700,True
E1065,Ganga Murthy,ganga.murthy@corp.in,active,aws-user-1065,active,ganga@company.in,active,Charita Tripathi,Engineering,terminated,2026-05-14 17:10:10,2026-04-20T12:10:10.295763,False
E1066,Nilima Narain,nilima.narain@corp.in,active,aws-user-1066,active,nilima@company.in,active,Chakrika Datta,Security,terminated,2026-04-23 17:10:10,2026-04-26T05:10:10.295818,False
E1067,Osha Raghavan,osha.raghavan@corp.in,active,aws-user-1067,active,osha@company.in,active,Charvi Ravi,Engineering,active,,2026-06-19T05:10:10.295868,False
E1068,Daksha Mangat,daksha.mangat@corp.in,active,aws-user-1068,active,daksha@company.in,active,Qushi Nagy,Data,contractor,,2026-02-23T08:10:10.295917,False
E1069,Riya Sathe,riya.sathe@corp.in,active,aws-user-1069,active,riya@company.in,active,Yasti Solanki,Security,contractor,,2026-01-27T20:10:10.295967,False
E1070,Frado Mander,frado.mander@corp.in,active,aws-user-1070,active,frado@company.in,active,Girik Keer,IT,active,,2026-05-02T08:10:10.296017,False
E1071,Umang Issac,umang.issac@corp.in,active,aws-user-1071,active,umang@company.in,active,Aryan Batra,Finance,active,,2026-01-21T18:10:10.296066,False
E1072,Vaishnavi Bora,vaishnavi.bora@corp.in,active,aws-user-1072,active,vaishnavi@company.in,active,Oeshi Hayer,HR,active,,2026-03-31T16:10:10.296115,True
E1073,Warda Ratta,warda.ratta@corp.in,active,aws-user-1073,active,warda@company.in,active,Manbir Ahluwalia,Engineering,contractor,,2026-02-11T01:10:10.296163,False
E1074,Pavani Kanda,pavani.kanda@corp.in,active,aws-user-1074,active,pavani@company.in,active,Zarna Shetty,Finance,active,,2026-02-09T15:10:10.296215,True
E1075,Zaid Dara,zaid.dara@corp.in,active,aws-user-1075,active,zaid@company.in,active,Kiaan Shetty,Finance,active,,2026-06-01T20:10:10.296262,True
E1076,Saanvi Thaman,saanvi.thaman@corp.in,active,aws-user-1076,active,saanvi@company.in,active,Sanaya Dutt,Finance,active,,2026-01-25T10:10:10.296311,False
E1077,Shivani Lad,shivani.lad@corp.in,active,aws-user-1077,active,shivani@company.in,active,Aradhana Verma,HR,active,,2026-01-12T15:10:10.296360,False
E1078,William Maharaj,william.maharaj@corp.in,active,aws-user-1078,active,william@company.in,active,Faras Mangal,Security,contractor,,2026-01-26T01:10:10.296407,False
E1079,Anita Nayak,anita.nayak@corp.in,active,aws-user-1079,active,anita@company.in,active,Faris Devi,Data,active,,2026-04-27T20:10:10.296456,False
E1080,Vihaan Rajagopal,vihaan.rajagopal@corp.in,active,aws-user-1080,active,vihaan@company.in,active,Tanish Bhatt,IT,terminated,2026-04-18 17:10:10,2026-04-13T05:10:10.296504,False
E1081,Nikita Narayanan,nikita.narayanan@corp.in,active,aws-user-1081,active,nikita@company.in,active,Ojasvi Bhatia,Finance,active,,2026-04-04T03:10:10.296550,False
E1082,Osha Ramachandran,osha.ramachandran@corp.in,active,aws-user-1082,active,osha@company.in,active,Lajita Sood,Data,active,,2026-06-01T17:10:10.296598,False
E1083,Indira Misra,indira.misra@corp.in,active,aws-user-1083,active,indira@company.in,active,Oni Yohannan,Security,active,,2026-01-26T14:10:10.296648,False
E1084,Vinaya Kanda,vinaya.kanda@corp.in,active,aws-user-1084,active,vinaya@company.in,active,Rajata Sunder,Engineering,active,,2026-02-10T09:10:10.296695,False
E1085,Lopa Nayar,lopa.nayar@corp.in,active,aws-user-1085,active,lopa@company.in,active,Noah Sibal,Finance,active,,2026-06-02T10:10:10.296741,False
E1086,Avi Ramesh,avi.ramesh@corp.in,active,aws-user-1086,active,avi@company.in,active,Fiyaz Sangha,Data,contractor,,2026-02-27T00:10:10.296789,False
E1087,Triya Gopal,triya.gopal@corp.in,active,aws-user-1087,active,triya@company.in,active,Abha Raghavan,IT,active,,2026-01-03T01:10:10.296835,False
E1088,Siddharth Sha,siddharth.sha@corp.in,active,aws-user-1088,active,siddharth@company.in,active,Geetika Raghavan,Engineering,active,,2026-01-29T08:10:10.296881,False
E1089,Oviya Krishnan,oviya.krishnan@corp.in,active,aws-user-1089,active,oviya@company.in,active,Upma Bahl,IT,active,,2026-05-16T09:10:10.296931,True
E1090,Inaya Kapur,inaya.kapur@corp.in,active,aws-user-1090,active,inaya@company.in,active,Banjeet Balasubramanian,Engineering,contractor,,2026-01-29T13:10:10.296979,False
E1091,Ryan Bahri,ryan.bahri@corp.in,active,aws-user-1091,active,ryan@company.in,active,William Date,Data,active,,2026-04-26T19:10:10.297028,False
E1092,Ishwar Kamdar,ishwar.kamdar@corp.in,active,aws-user-1092,active,ishwar@company.in,active,Aahana Pillay,Data,active,,2026-01-08T09:10:10.297075,False
E1093,Ishwar Gade,ishwar.gade@corp.in,active,aws-user-1093,active,ishwar@company.in,active,Hritik Bal,HR,terminated,2026-04-13 17:10:10,2026-06-06T15:10:10.297123,False
E1094,Keya Ranganathan,keya.ranganathan@corp.in,active,aws-user-1094,active,keya@company.in,active,Faqid Kibe,IT,active,,2026-04-10T16:10:10.297171,False
E1095,Charvi Dara,charvi.dara@corp.in,active,aws-user-1095,active,charvi@company.in,active,Idika Walia,Engineering,active,,2026-05-16T21:10:10.297223,False
E1096,Kamala Biswas,kamala.biswas@corp.in,active,aws-user-1096,active,kamala@company.in,active,Advik Salvi,Data,contractor,,2026-02-26T00:10:10.297270,False
E1097,Hitesh Sant,hitesh.sant@corp.in,active,aws-user-1097,active,hitesh@company.in,active,Tripti Dua,IT,active,,2026-06-17T14:10:10.297317,False
E1098,Patrick Vig,patrick.vig@corp.in,active,aws-user-1098,active,patrick@company.in,active,Veda Shroff,Engineering,active,,2025-12-25T13:10:10.297363,False
E1099,Amrita Naidu,amrita.naidu@corp.in,active,aws-user-1099,active,amrita@company.in,active,Gabriel Mallick,HR,active,,2026-03-16T23:10:10.297413,True
E1100,Yagnesh Shetty,yagnesh.shetty@corp.in,active,aws-user-1100,active,yagnesh@company.in,active,Gayathri Balakrishnan,HR,contractor,,2026-05-18T16:10:10.297462,True
E1101,Ekta Gopal,ekta.gopal@corp.in,active,aws-user-1101,active,ekta@company.in,active,Simon Pant,Data,active,,2026-06-09T06:10:10.297510,False
E1102,Harini Mammen,harini.mammen@corp.in,active,aws-user-1102,active,harini@company.in,active,Advaith Varughese,Finance,active,,2025-12-31T14:10:10.297559,False
E1103,Frederick Khurana,frederick.khurana@corp.in,active,aws-user-1103,active,frederick@company.in,active,Vrinda Khosla,Data,contractor,,2026-03-06T22:10:10.297606,False
E1104,Vritti Sem,vritti.sem@corp.in,active,aws-user-1104,active,vritti@company.in,active,Girik Menon,IT,active,,2026-04-20T12:10:10.297653,False
E1105,Nidhi Kohli,nidhi.kohli@corp.in,active,aws-user-1105,active,nidhi@company.in,active,Jyoti Solanki,Finance,terminated,2026-04-28 17:10:10,2026-06-13T12:10:10.297701,False
E1106,Pavani Narayanan,pavani.narayanan@corp.in,active,aws-user-1106,active,pavani@company.in,active,Sudiksha Madan,IT,active,,2026-03-05T20:10:10.297747,False
E1107,Zayan Kashyap,zayan.kashyap@corp.in,active,aws-user-1107,active,zayan@company.in,active,Reyansh Mutti,IT,active,,2026-04-12T12:10:10.297794,False
E1108,Qasim Handa,qasim.handa@corp.in,active,aws-user-1108,active,qasim@company.in,active,Veda Malhotra,IT,active,,2026-06-10T02:10:10.297842,True
E1109,Harish Hari,harish.hari@corp.in,active,aws-user-1109,active,harish@company.in,active,Utkarsh Patel,Finance,contractor,,2026-02-22T06:10:10.297894,False
E1110,Chasmum Atwal,chasmum.atwal@corp.in,active,aws-user-1110,active,chasmum@company.in,active,Anusha Bath,Data,active,,2026-04-22T10:10:10.297940,False
E1111,Brinda Date,brinda.date@corp.in,active,aws-user-1111,active,brinda@company.in,active,Harshil Arora,Engineering,active,,2026-03-09T07:10:10.297987,False
E1112,Upasna Srinivas,upasna.srinivas@corp.in,active,aws-user-1112,active,upasna@company.in,active,Harini Gour,Data,active,,2026-04-09T06:10:10.298032,False
E1113,Zayyan Sridhar,zayyan.sridhar@corp.in,active,aws-user-1113,active,zayyan@company.in,active,Dhruv Rattan,IT,active,,2025-12-28T00:10:10.298079,False
E1114,Ethan Bera,ethan.bera@corp.in,active,aws-user-1114,active,ethan@company.in,active,Manthan Modi,Data,active,,2026-05-21T09:10:10.298127,False
E1115,Yuvraj Dani,yuvraj.dani@corp.in,active,aws-user-1115,active,yuvraj@company.in,active,Upkaar Virk,Finance,active,,2026-04-13T16:10:10.298176,False
E1116,Shravya Savant,shravya.savant@corp.in,active,aws-user-1116,active,shravya@company.in,active,Pushti Mody,Engineering,active,,2026-03-22T18:10:10.298223,False
E1117,Hardik Johal,hardik.johal@corp.in,active,aws-user-1117,active,hardik@company.in,active,Aishani Bumb,Data,active,,2026-02-09T14:10:10.298271,False
E1118,Wriddhish Ghose,wriddhish.ghose@corp.in,active,aws-user-1118,active,wriddhish@company.in,active,Naksh Agate,Security,active,,2026-05-02T09:10:10.298319,False
E1119,Shravya Singhal,shravya.singhal@corp.in,active,aws-user-1119,active,shravya@company.in,active,Bachittar Kata,Engineering,active,,2026-06-19T01:10:10.298368,False
E1120,Barkha Setty,barkha.setty@corp.in,active,aws-user-1120,active,barkha@company.in,active,Vivaan Lalla,HR,active,,2025-12-30T11:10:10.298416,False
E1121,Pavani Contractor,pavani.contractor@corp.in,active,aws-user-1121,active,pavani@company.in,active,Manthan Lata,Data,active,,2025-12-31T07:10:10.298465,False
E1122,Ekbal Bhasin,ekbal.bhasin@corp.in,active,aws-user-1122,active,ekbal@company.in,active,Damyanti Mani,HR,terminated,2026-05-21 17:10:10,2026-05-18T18:10:10.298515,False
E1123,Jeet Sidhu,jeet.sidhu@corp.in,active,aws-user-1123,active,jeet@company.in,active,Neha Magar,Data,active,,2025-12-31T04:10:10.298562,False
E1124,Raksha Buch,raksha.buch@corp.in,active,aws-user-1124,active,raksha@company.in,active,Rachana Naidu,Data,contractor,,2026-04-05T00:10:10.298609,False
E1125,Atharv Chand,atharv.chand@corp.in,active,aws-user-1125,active,atharv@company.in,active,Ansh Luthra,Finance,active,,2025-12-31T05:10:10.298657,False
E1126,Parth Singhal,parth.singhal@corp.in,active,aws-user-1126,active,parth@company.in,active,Arunima Golla,IT,active,,2026-05-05T22:10:10.298703,False
E1127,Vyanjana Chand,vyanjana.chand@corp.in,active,aws-user-1127,active,vyanjana@company.in,active,Ijaya Rege,HR,contractor,,2026-01-30T17:10:10.298753,False
E1128,Ekani Cheema,ekani.cheema@corp.in,active,aws-user-1128,active,ekani@company.in,active,Forum Sabharwal,Data,active,,2026-02-28T23:10:10.298799,False
E1129,Bhavya Rattan,bhavya.rattan@corp.in,active,aws-user-1129,active,bhavya@company.in,active,Suhani Chakrabarti,HR,active,,2026-02-20T03:10:10.298850,False
E1130,Zayyan Naik,zayyan.naik@corp.in,active,aws-user-1130,active,zayyan@company.in,active,Netra Varkey,Security,active,,2026-02-09T02:10:10.298897,False
E1131,Turvi Sachdev,turvi.sachdev@corp.in,active,aws-user-1131,active,turvi@company.in,active,Raghav Vasa,IT,active,,2026-05-29T08:10:10.298944,False
E1132,Wishi Sathe,wishi.sathe@corp.in,active,aws-user-1132,active,wishi@company.in,active,Samar Loke,HR,active,,2026-01-12T07:10:10.298990,False
E1133,Bhavna Sarma,bhavna.sarma@corp.in,active,aws-user-1133,active,bhavna@company.in,active,Jairaj Balakrishnan,Engineering,active,,2026-04-19T20:10:10.299036,False
E1134,Nathan Mukhopadhyay,nathan.mukhopadhyay@corp.in,active,aws-user-1134,active,nathan@company.in,active,Nikita Chander,Data,active,,2026-04-30T13:10:10.299083,False
E1135,Ishaan Shenoy,ishaan.shenoy@corp.in,active,aws-user-1135,active,ishaan@company.in,active,Mitesh Tara,Engineering,active,,2026-02-17T22:10:10.299129,True
E1136,Yashodhara Mahajan,yashodhara.mahajan@corp.in,active,aws-user-1136,active,yashodhara@company.in,active,Vasudha Sodhi,Engineering,contractor,,2026-01-08T23:10:10.299176,False
E1137,Tanmayi Dhillon,tanmayi.dhillon@corp.in,active,aws-user-1137,active,tanmayi@company.in,active,Rayaan Trivedi,Finance,active,,2026-03-13T02:10:10.299226,False
E1138,Ekaraj Majumdar,ekaraj.majumdar@corp.in,active,aws-user-1138,active,ekaraj@company.in,active,Harini Tripathi,Security,active,,2026-01-02T19:10:10.299273,False
E1139,Aarnav Mandal,aarnav.mandal@corp.in,active,aws-user-1139,active,aarnav@company.in,active,Vrishti Dixit,Engineering,active,,2026-05-23T04:10:10.299322,False
E1140,Veda Pai,veda.pai@corp.in,active,aws-user-1140,active,veda@company.in,active,Krishna Shah,Finance,active,,2025-12-23T01:10:10.299369,False
E1141,Ranbir Khare,ranbir.khare@corp.in,active,aws-user-1141,active,ranbir@company.in,active,Vivaan Roy,Security,active,,2026-04-17T14:10:10.299417,True
E1142,Eesha Solanki,eesha.solanki@corp.in,active,aws-user-1142,active,eesha@company.in,active,Libni Doshi,Security,active,,2026-02-20T20:10:10.299467,True
E1143,Balhaar Date,balhaar.date@corp.in,active,aws-user-1143,active,balhaar@company.in,active,Harish Sarraf,HR,active,,2026-01-18T07:10:10.299520,False
E1144,Tanmayi Aurora,tanmayi.aurora@corp.in,active,aws-user-1144,active,tanmayi@company.in,active,Nimrat Dubey,Security,active,,2026-02-10T04:10:10.299569,False
E1145,Upasna Lanka,upasna.lanka@corp.in,active,aws-user-1145,active,upasna@company.in,active,Mitali Buch,HR,terminated,2026-04-24 17:10:10,2026-05-09T18:10:10.299616,False
E1146,Lajita Nadig,lajita.nadig@corp.in,active,aws-user-1146,active,lajita@company.in,active,Balendra Biswas,Security,terminated,2026-05-02 17:10:10,2026-04-16T21:10:10.299667,False
E1147,Bhavna Karan,bhavna.karan@corp.in,active,aws-user-1147,active,bhavna@company.in,active,Radha Chaudhari,Data,active,,2026-02-06T02:10:10.299714,False
E1148,Sachi Ganesan,sachi.ganesan@corp.in,active,aws-user-1148,active,sachi@company.in,active,Ayush Batra,IT,active,,2026-02-27T15:10:10.299760,False
E1149,Daksh Memon,daksh.memon@corp.in,active,aws-user-1149,active,daksh@company.in,active,Kavya Sankar,IT,active,,2026-04-11T07:10:10.299809,False
E1150,Yash Wali,yash.wali@corp.in,active,aws-user-1150,active,yash@company.in,active,Pranit Garde,Data,active,,2026-05-30T13:10:10.299855,False
E1151,Farhan Raja,farhan.raja@corp.in,active,aws-user-1151,active,farhan@company.in,active,Widisha Dhar,Finance,active,,2025-12-24T13:10:10.299902,False
E1152,Triya Kumar,triya.kumar@corp.in,active,aws-user-1152,active,triya@company.in,active,Aadhya Andra,IT,active,,2026-03-05T04:10:10.299948,False
E1153,Bhavna Dugar,bhavna.dugar@corp.in,active,aws-user-1153,active,bhavna@company.in,active,Riya Pai,Data,terminated,2026-04-30 17:10:10,2026-03-05T16:10:10.299994,False
E1154,Panini Krishna,panini.krishna@corp.in,active,aws-user-1154,active,panini@company.in,active,Chasmum Issac,Finance,active,,2026-03-11T23:10:10.300040,False
E1155,Vasudha Chhabra,vasudha.chhabra@corp.in,active,aws-user-1155,active,vasudha@company.in,active,Lakshmi Parmer,IT,active,,2026-01-23T05:10:10.300091,True
E1156,Chakrika Bains,chakrika.bains@corp.in,active,aws-user-1156,active,chakrika@company.in,active,Anvi Anand,Security,active,,2026-03-21T08:10:10.300139,True
E1157,Watika Mangat,watika.mangat@corp.in,active,aws-user-1157,active,watika@company.in,active,Indira Kanda,Security,active,,2026-03-04T00:10:10.300188,False
E1158,Zashil Devan,zashil.devan@corp.in,active,aws-user-1158,active,zashil@company.in,active,Balveer More,IT,active,,2026-01-16T10:10:10.300236,False
E1159,Bahadurjit Patla,bahadurjit.patla@corp.in,active,aws-user-1159,active,bahadurjit@company.in,active,Gautam Merchant,Security,active,,2026-02-28T02:10:10.300285,False
E1160,Ojasvi Gill,ojasvi.gill@corp.in,active,aws-user-1160,active,ojasvi@company.in,active,Kevin Zacharia,Engineering,terminated,2026-03-30 17:10:10,2025-12-29T20:10:10.300332,False
E1161,Yachana Mahajan,yachana.mahajan@corp.in,active,aws-user-1161,active,yachana@company.in,active,Aarini Subramaniam,Security,contractor,,2026-02-20T13:10:10.300380,False
E1162,Hamsini Contractor,hamsini.contractor@corp.in,active,aws-user-1162,active,hamsini@company.in,active,Faqid Dhaliwal,HR,active,,2026-03-10T23:10:10.300427,False
E1163,Mekhala Pau,mekhala.pau@corp.in,active,aws-user-1163,active,mekhala@company.in,active,Megha Atwal,HR,active,,2026-05-28T21:10:10.300495,False
E1164,Jatin Sha,jatin.sha@corp.in,active,aws-user-1164,active,jatin@company.in,active,Adweta Raj,Security,active,,2026-02-21T12:10:10.300551,True
E1165,Hritik Kaur,hritik.kaur@corp.in,active,aws-user-1165,active,hritik@company.in,active,Aryan Narang,Engineering,active,,2026-03-28T11:10:10.300600,False
